model,comparison,image_key,excluded_stage,reason
surya,raw_to_run_2,val/4/69/10,raw,missing raw record
surya,raw_to_run_2,val/4/69/11,raw,missing raw record
surya,raw_to_run_2,val/4/69/12,raw,missing raw record
surya,raw_to_run_2,val/4/69/13,raw,missing raw record
surya,raw_to_run_2,val/4/69/14,raw,missing raw record
surya,raw_to_run_2,val/4/69/15,raw,missing raw record
surya,raw_to_run_2,val/4/69/16,raw,missing raw record
surya,raw_to_run_2,val/4/69/17,raw,missing raw record
surya,raw_to_run_2,val/4/69/18,raw,missing raw record
surya,raw_to_run_2,val/4/69/19,raw,missing raw record
surya,raw_to_run_2,val/4/69/2,raw,missing raw record
surya,raw_to_run_2,val/4/69/20,raw,missing raw record
surya,raw_to_run_2,val/4/69/21,raw,missing raw record
surya,raw_to_run_2,val/4/69/22,raw,missing raw record
surya,raw_to_run_2,val/4/69/23,raw,missing raw record
surya,raw_to_run_2,val/4/69/24,raw,missing raw record
surya,raw_to_run_2,val/4/69/25,raw,missing raw record
surya,raw_to_run_2,val/4/69/26,raw,missing raw record
surya,raw_to_run_2,val/4/69/27,raw,missing raw record
surya,raw_to_run_2,val/4/69/28,raw,missing raw record
surya,raw_to_run_2,val/4/69/3,raw,missing raw record
surya,raw_to_run_2,val/4/69/4,raw,missing raw record
surya,raw_to_run_2,val/4/69/5,raw,missing raw record
surya,raw_to_run_2,val/4/69/6,raw,missing raw record
surya,raw_to_run_2,val/4/69/7,raw,missing raw record
surya,raw_to_run_2,val/4/69/8,raw,missing raw record
surya,raw_to_run_2,val/4/69/9,raw,missing raw record
